node,property,value
aida-property:Physical.Resident.Resident_Place,rdf:type,owl:ObjectProperty
aida-item:COM.Equipment.HumanitarianAid,rdfs:subClassOf,aida-item:COM.Equipment
aida-item:Transaction.TransferOwnership.Purchase,rdf:type,owl:Class
aida-item:WEA.MissileSystem,rdf:type,owl:Class
aida-item:Conflict.Attack.BiologicalChemicalPoisonAttack,rdfs:subClassOf,aida-item:Conflict.Attack
aida-event:c8d650fb-506c-4854-a28e-e058c3f2d168,aida-property:Contact.CommitmentPromiseExpressIntent.Meet_Place,aida-entity:11d2d098-804e-4379-afa0-7475a6a9986f
aida-item:ORG.Government.ProsecutorOffice,rdf:type,owl:Class
aida-item:Contact.CommitmentPromiseExpressIntent.Meet,rdfs:subClassOf,aida-item:Event
aida-item:OrganizationAffiliation.EmploymentMembership.Employment,rdf:type,owl:Class
aida-entity:fae5a094-6aea-44e3-bfba-2f50fe87cb5b,aida-property:OrganizationAffiliation.EmploymentMembership.Employment_PlaceOfEmployment,aida-entity:acb74d8b-5845-4f07-9207-190313865729
aida-item:BAL.BallotSlate.BallotSlate,rdfs:subClassOf,aida-item:BAL
aida-item:WEA.MissileSystem.MissileLauncher,rdf:type,owl:Class
aida-item:WEA.ThrownProjectile.Rock,rdf:type,owl:Class
aida-item:Contact.RequestAdvise.Meet,rdfs:subClassOf,aida-item:Contact.RequestAdvise
aida-property:GeneralAffiliation.OrganizationPoliticalReligiousAffiliation_Organization,rdf:type,owl:ObjectProperty
aida-item:Contact.MediaStatement.Broadcast,rdf:type,owl:Class
aida-item:PER.Combatant.Mercenary,rdf:type,owl:Class
aida-item:CRM.FinancialCrime.Fraud,rdfs:subClassOf,aida-item:CRM.FinancialCrime
aida-entity:6bcbc73a-2907-4c6c-8fc2-ad149846d6ac,aida-property:Physical.LocatedNear_Place,aida-entity:01f0cc75-2ed2-4968-add0-715d91f1b7ec
aida-item:Contact.Negotiate.Correspondence,rdf:type,owl:Class
aida-item:Personnel.StartPosition,rdf:type,owl:Class
aida-item:WEA.Gun,rdfs:subClassOf,aida-item:WEA
aida-entity:d93aa0ec-a038-47c6-9983-334903ee39a8,aida-property:OrganizationAffiliation.EmploymentMembership.Employment_Employee,aida-entity:9789ff8a-7d0a-45cc-9b2a-9a7465182d09
aida-item:FAC.Building.StoreShop,rdfs:subClassOf,aida-item:FAC.Building
aida-item:Life.Die,rdfs:subClassOf,aida-item:Event
aida-property:PersonalSocial.Role_Role,rdf:type,owl:ObjectProperty
aida-item:GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation,rdf:type,owl:Class
aida-item:ORG.Association,rdfs:subClassOf,aida-item:ORG
aida-item:ORG.PoliticalOrganization.Party,rdfs:subClassOf,aida-item:ORG.PoliticalOrganization
aida-property:Measurement.Size.Weight_EntityOrFiller,rdf:type,owl:ObjectProperty
aida-item:FAC.Building.School,rdf:type,owl:Class
aida-entity:b993cba5-67e3-4e8e-b843-0f8103af98a0,aida-property:OrganizationAffiliation.Leadership_Leader,aida-entity:42fe32a7-57a6-499e-9043-d45cf4522f76
aida-item:ORG.Government.Railway,rdf:type,owl:Class
aida-entity:f6959485-0657-46a7-8712-5e32a27d0619,aida-property:Physical.LocatedNear_Place,aida-entity:ed73b6b9-bd48-4560-a5ef-381937cca366
aida-item:Contact.FuneralVigil,rdfs:subClassOf,aida-item:Event
aida-item:ORG.CriminalOrganization.CriminalOrganization,rdfs:subClassOf,aida-item:ORG
aida-item:Manufacture.Artifact.Build,rdf:type,owl:Class
aida-item:Movement.TransportArtifact.BringCarryUnload,rdf:type,owl:Class
aida-item:COM.Equipment.Satellite,rdfs:subClassOf,aida-item:COM.Equipment
aida-item:GeneralAffiliation.Sponsorship.AdvisePlanOrganize,rdfs:subClassOf,aida-item:GeneralAffiliation.Sponsorship
aida-item:Conflict.Attack.SelfDirectedBattle,rdf:type,owl:Class
aida-item:VEH.MilitaryVehicle.MilitaryBoat,rdfs:subClassOf,aida-item:VEH.MilitaryVehicle
aida-item:WEA.Gas,rdfs:subClassOf,aida-item:WEA
aida-property:GeneralAffiliation.OrganizationWebsite.OrganizationWebsite_Organization,rdf:type,owl:ObjectProperty
aida-item:MON.Assets.Assets,rdfs:subClassOf,aida-item:MON
aida-item:Contact.Collaborate.Correspondence,rdfs:subClassOf,aida-item:Contact.Collaborate
aida-entity:e8d98762-d520-49ed-8de4-5b208d2e3fc9,aida-property:Measurement.Size.Count_EntityOrFiller,aida-entity:0e0214a7-2f64-4dae-b1ba-eff4b6663ef4
aida-item:Transaction.TransferOwnership.EmbargoSanction,rdfs:subClassOf,aida-item:Transaction.TransferOwnership
aida-item:Personnel.StartPosition.Hiring,rdfs:subClassOf,aida-item:Personnel.StartPosition
aida-item:Government.Formation.MergeGPE,rdf:type,owl:Class
aida-item:FAC.Installation,rdf:type,owl:Class
aida-item:Life.Injure.IllnessDegradationHungerThirst,rdf:type,owl:Class
aida-item:Movement.TransportArtifact.DisperseSeparate,rdf:type,owl:Class
aida-item:PartWhole.Subsidiary.OrganizationSubsidiary,rdf:type,owl:Class
aida-item:Government.Vote.ViolationsPreventVote,rdfs:subClassOf,aida-item:Government.Vote
aida-item:Personnel.EndPosition.FiringLayoff,rdfs:subClassOf,aida-item:Personnel.EndPosition
aida-item:Contact.MediaStatement,rdfs:subClassOf,aida-item:Event
aida-item:Justice.JudicialConsequences.Extradite,rdf:type,owl:Class
aida-entity:b993cba5-67e3-4e8e-b843-0f8103af98a0,rdf:type,aida-item:PER.MilitaryPersonnel.MilitaryOfficer
aida-item:GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession,rdf:type,owl:Class
aida-item:VEH,rdf:type,owl:Class
aida-item:GeneralAffiliation.MemberOriginReligionEthnicity.NationalityCitizen,rdf:type,owl:Class
aida-item:PartWhole.Subsidiary.OrganizationSubsidiary,rdfs:subClassOf,aida-item:PartWhole.Subsidiary
aida-item:CRM.ViolentCrime,rdf:type,owl:Class
aida-item:Government.Formation.StartGPE,rdfs:subClassOf,aida-item:Government.Formation
aida-item:ORG.PoliticalOrganization.Court,rdfs:subClassOf,aida-item:ORG.PoliticalOrganization
aida-item:GPE.ProvinceState.ProvinceState,rdfs:subClassOf,aida-item:Entity
aida-item:WEA.Gun.Artillery,rdf:type,owl:Class
aida-item:GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation,rdfs:subClassOf,aida-item:Relation
aida-property:GeneralAffiliation.OrganizationWebsite.OrganizationWebsite_Website,rdf:type,owl:ObjectProperty
aida-property:ResponsibilityBlame.ClaimResponsibility.ClaimResponsibility_Event,rdf:type,owl:ObjectProperty
aida-item:Life.Die.DeathCausedByViolentEvents,rdfs:subClassOf,aida-item:Life.Die
aida-item:Transaction.TransferMoney.Purchase,rdf:type,owl:Class
aida-item:SID.Political.Opposition,rdf:type,owl:Class
aida-item:VEH.Watercraft.Boat,rdfs:subClassOf,aida-item:VEH.Watercraft
aida-item:Government.Agreements,rdfs:subClassOf,aida-item:Event
aida-item:PER.Politician.Mayor,rdfs:subClassOf,aida-item:PER.Politician
aida-item:Event,rdf:type,owl:Class
aida-item:Contact.ThreatenCoerce.Meet,rdfs:subClassOf,aida-item:Contact.ThreatenCoerce
aida-item:PER.Politician.HeadOfGovernment,rdf:type,owl:Class
aida-item:LOC.Position.Region,rdf:type,owl:Class
aida-item:ORG.Association.Club,rdfs:subClassOf,aida-item:ORG.Association
aida-item:WEA.Gun.Firearm,rdf:type,owl:Class
aida-entity:fae5a094-6aea-44e3-bfba-2f50fe87cb5b,rdf:type,aida-item:ORG.MilitaryOrganization
aida-item:PER.ProfessionalPosition.Firefighter,rdf:type,owl:Class
aida-item:FAC.GeographicalArea,rdfs:subClassOf,aida-item:Entity
aida-entity:f6959485-0657-46a7-8712-5e32a27d0619,aida-property:Physical.LocatedNear_Place,aida-entity:01f0cc75-2ed2-4968-add0-715d91f1b7ec
aida-item:Transaction.TransferOwnership.Purchase,rdfs:subClassOf,aida-item:Transaction.TransferOwnership
aida-item:VAL,rdfs:subClassOf,aida-item:Entity
aida-item:GeneralAffiliation.Sponsorship.Affiliated,rdfs:subClassOf,aida-item:GeneralAffiliation.Sponsorship
aida-item:CRM,rdf:type,owl:Class
aida-item:MON,rdf:type,owl:Class
aida-item:ORG.CommercialOrganization.BroadcastingCompany,rdfs:subClassOf,aida-item:ORG.CommercialOrganization
aida-entity:de116796-d44b-4a1a-8491-4dcced8e8a9f,aida-property:Physical.LocatedNear_Place,aida-entity:f6959485-0657-46a7-8712-5e32a27d0619
aida-item:Contact.ThreatenCoerce.Broadcast,rdf:type,owl:Class
aida-item:PersonalSocial.Unspecified,rdf:type,owl:Class
aida-item:COM.Equipment,rdfs:subClassOf,aida-item:COM
aida-property:PersonalSocial.Unspecified.Political_Person,rdf:type,owl:ObjectProperty
aida-item:Contact.Negotiate,rdf:type,owl:Class
aida-item:PER.Combatant.Mercenary,rdfs:subClassOf,aida-item:PER.Combatant
aida-item:FAC,rdfs:subClassOf,aida-item:Entity
aida-item:Government.Agreements.ViolateAgreement,rdf:type,owl:Class
aida-item:VEH.MilitaryVehicle,rdf:type,owl:Class
aida-item:FAC.Way,rdfs:subClassOf,aida-item:FAC
aida-entity:01f0cc75-2ed2-4968-add0-715d91f1b7ec,aida-property:Physical.LocatedNear_EntityOrFiller,aida-entity:6bcbc73a-2907-4c6c-8fc2-ad149846d6ac
aida-item:WEA.DaggerKnifeSword.Hatchet,rdfs:subClassOf,aida-item:WEA.DaggerKnifeSword
aida-entity:ed73b6b9-bd48-4560-a5ef-381937cca366,aida-property:Physical.LocatedNear_EntityOrFiller,aida-entity:de116796-d44b-4a1a-8491-4dcced8e8a9f
aida-item:Movement.TransportArtifact.ReceiveImport,rdfs:subClassOf,aida-item:Movement.TransportArtifact
aida-item:Contact.PublicStatementInPerson,rdfs:subClassOf,aida-item:Event
aida-item:GPE.UrbanArea.Village,rdfs:subClassOf,aida-item:Entity
aida-item:CRM.BehaviorCrime.FailToAssist,rdf:type,owl:Class
aida-item:CRM.BehaviorCrime,rdf:type,owl:Class
aida-property-type:MonolingualText,rdf:type,aida-property-type:Value
aida-item:GeneralAffiliation.OrganizationPoliticalReligiousAffiliation,rdf:type,owl:Class
aida-item:FAC.Building.House,rdfs:subClassOf,aida-item:FAC.Building
aida-item:PER.Protester,rdf:type,owl:Class
aida-item:ORG.PoliticalOrganization.Court,rdf:type,owl:Class
aida-item:GPE.UrbanArea,rdf:type,owl:Class
aida-item:FAC.Building.VotingFacility,rdf:type,owl:Class
aida-entity:de116796-d44b-4a1a-8491-4dcced8e8a9f,aida-property:Physical.LocatedNear_Place,aida-entity:ed73b6b9-bd48-4560-a5ef-381937cca366
aida-item:Personnel.EndPosition,rdf:type,owl:Class
aida-entity:4fba8ada-3361-459c-a37f-a0ccc4624ac5,aida-property:OrganizationAffiliation.Leadership_Organization,aida-entity:cab521fd-369e-40e9-ba8d-a97cc7c723b9
aida-entity:fae5a094-6aea-44e3-bfba-2f50fe87cb5b,aida-property:OrganizationAffiliation.EmploymentMembership.Employment_PlaceOfEmployment,aida-entity:f4cfc546-ff27-4df0-b19b-71dbdbc93a29
aida-item:WEA.Gun,rdf:type,owl:Class
aida-item:Movement.TransportPerson.Fall,rdfs:subClassOf,aida-item:Movement.TransportPerson
aida-item:CRM.PoliticalCrime.PoliceMisconduct,rdfs:subClassOf,aida-item:CRM.PoliticalCrime
aida-item:PersonalSocial.Role,rdf:type,owl:Class
aida-item:Justice.Investigate,rdfs:subClassOf,aida-item:Event
aida-item:BAL.BallotSlate.BallotSlate,rdf:type,owl:Class
aida-item:VEH.WheeledVehicle.Bus,rdfs:subClassOf,aida-item:VEH.WheeledVehicle
aida-item:ORG.International,rdf:type,owl:Class
aida-item:PER.Fan.SportsFan,rdf:type,owl:Class
aida-entity:d48106d9-91c7-4d10-a4dc-7d82d735a925,rdf:type,aida-item:GPE.UrbanArea.City
aida-entity:11d2d098-804e-4379-afa0-7475a6a9986f,rdf:type,aida-item:VEH.Aircraft
aida-item:ArtifactExistence.DamageDestroy.Destroy,rdfs:subClassOf,aida-item:ArtifactExistence.DamageDestroy
aida-item:PER.ProfessionalPosition.Scientist,rdfs:subClassOf,aida-item:PER.ProfessionalPosition
aida-property-type:Value,rdf:type,owl:Class
aida-item:Transaction.TransferOwnership.GiftGrantProvideAid,rdfs:subClassOf,aida-item:Transaction.TransferOwnership
aida-item:PER.Combatant,rdfs:subClassOf,aida-item:PER
aida-property:Evaluate.Sentiment.Negative_Holder,rdf:type,owl:ObjectProperty
aida-item:Personnel.EndPosition.FiringLayoff,rdf:type,owl:Class
aida-item:WEA.Bomb,rdfs:subClassOf,aida-item:WEA
aida-item:SID.Cultural.Cultural,rdf:type,owl:Class
aida-item:LOC.Position,rdf:type,owl:Class
aida-entity:1adf20cf-9ade-467e-82a3-f4583a7b5c19,rdf:type,aida-item:GPE.UrbanArea.City
aida-item:ORG.MilitaryOrganization,rdf:type,owl:Class
aida-item:LOC.GeographicPoint,rdf:type,owl:Class
aida-property:OrganizationAffiliation.Leadership.MilitaryPolice_Leader,rdf:type,owl:ObjectProperty
aida-item:VEH.WheeledVehicle.Train,rdf:type,owl:Class
aida-property:ResponsibilityBlame.AssignBlame.AssignBlame_EntityResponsible,rdf:type,owl:ObjectProperty
aida-item:Conflict.Attack.SelfDirectedBattle,rdfs:subClassOf,aida-item:Conflict.Attack
aida-item:Government.Formation,rdfs:subClassOf,aida-item:Event
aida-item:LOC.GeographicPoint,rdfs:subClassOf,aida-item:LOC
aida-item:MON,rdfs:subClassOf,aida-item:Entity
aida-entity:a27c1037-3b21-4372-9c53-2a81065b3b16,aida-property:Measurement.Size.Count_Measurement,aida-entity:90846e8e-d544-4c5c-8405-eb0e62e73627
aida-item:Contact.CommandOrder.Correspondence,rdfs:subClassOf,aida-item:Contact.CommandOrder
aida-entity:42fe32a7-57a6-499e-9043-d45cf4522f76,rdf:type,aida-item:ORG.MilitaryOrganization.GovernmentArmedForces
aida-item:Inspection.SensoryObserve.PhysicalInvestigateInspect,rdf:type,owl:Class
aida-property:GeneralAffiliation.Sponsorship.HelpSupport_ActorOrEvent,rdf:type,owl:ObjectProperty
aida-entity:12c3230f-cc45-4c14-b34a-c8a889177502,aida-property:OrganizationAffiliation.EmploymentMembership.Employment_Employee,aida-entity:4fba8ada-3361-459c-a37f-a0ccc4624ac5
aida-item:Transaction.TransferMoney.EmbargoSanction,rdfs:subClassOf,aida-item:Transaction.TransferMoney
aida-item:Contact.RequestAdvise.Correspondence,rdf:type,owl:Class
aida-item:Personnel.Elect.WinElection,rdf:type,owl:Class
aida-item:Contact.CommitmentPromiseExpressIntent.Correspondence,rdf:type,owl:Class
aida-item:ORG.Government.LawEnforcementAgency,rdfs:subClassOf,aida-item:ORG.Government
aida-item:WEA.Club.Bat,rdfs:subClassOf,aida-item:WEA.Club
aida-item:Contact.Collaborate.Correspondence,rdf:type,owl:Class
aida-item:FAC.Way.Highway,rdfs:subClassOf,aida-item:FAC.Way
aida-item:Transaction.TransferMoney,rdf:type,owl:Class
aida-property:Measurement.Size_EntityOrFiller,rdf:type,owl:ObjectProperty
aida-item:ORG.MilitaryOrganization.GovernmentArmedForces,rdfs:subClassOf,aida-item:ORG.MilitaryOrganization
aida-item:LOC,rdfs:subClassOf,aida-item:Entity
aida-property:OrganizationAffiliation.Founder.Founder_Organization,rdf:type,owl:ObjectProperty
aida-item:VEH.WheeledVehicle.Truck,rdfs:subClassOf,aida-item:VEH.WheeledVehicle
aida-item:Contact.CommandOrder.Meet,rdfs:subClassOf,aida-item:Contact.CommandOrder
aida-item:SID.Sports.Sports,rdf:type,owl:Class
aida-item:FAC.GeographicalArea,rdf:type,owl:Class
aida-item:Movement.TransportPerson.Hide,rdf:type,owl:Class
aida-item:LOC.GeographicPoint.Address,rdfs:subClassOf,aida-item:LOC.GeographicPoint
aida-item:LOC.Position.Neighborhood,rdf:type,owl:Class
aida-item:Contact.RequestAdvise.Correspondence,rdfs:subClassOf,aida-item:Contact.RequestAdvise
aida-item:Transaction.TransferOwnership.BorrowLend,rdf:type,owl:Class
aida-item:PER.Protester,rdfs:subClassOf,aida-item:PER
aida-item:LOC.Position.Region,rdfs:subClassOf,aida-item:LOC.Position
aida-item:Movement.TransportArtifact.Hide,rdfs:subClassOf,aida-item:Movement.TransportArtifact
aida-property:Measurement.Size.HeightLengthWidth_Measurement,rdf:type,owl:ObjectProperty
aida-item:Personnel.EndPosition.QuitRetire,rdfs:subClassOf,aida-item:Personnel.EndPosition
aida-item:CRM,rdfs:subClassOf,aida-item:Entity
aida-item:Contact.Collaborate.Meet,rdfs:subClassOf,aida-item:Contact.Collaborate
aida-item:Conflict.Attack.Bombing,rdf:type,owl:Class
aida-item:ORG.MilitaryOrganization.GovernmentArmedForces,rdf:type,owl:Class
aida-item:FAC.Way.Street,rdfs:subClassOf,aida-item:FAC.Way
aida-item:WEA.Cannon.Cannon,rdf:type,owl:Class
aida-item:PER.Fan.SportsFan,rdfs:subClassOf,aida-item:PER.Fan
aida-item:Government.Agreements.ViolateAgreement,rdfs:subClassOf,aida-item:Government.Agreements
aida-item:PER.MilitaryPersonnel.MilitaryOfficer,rdf:type,owl:Class
aida-entity:d93aa0ec-a038-47c6-9983-334903ee39a8,rdf:type,aida-item:PER.Combatant
aida-item:Life.Die.DeathCausedByViolentEvents,rdf:type,owl:Class
aida-item:COM.Equipment.MedicalEquipment,rdf:type,owl:Class
aida-item:FAC.GeographicalArea.Border,rdf:type,owl:Class
aida-item:PER.Combatant.Sniper,rdfs:subClassOf,aida-item:PER.Combatant
aida-entity:fae5a094-6aea-44e3-bfba-2f50fe87cb5b,aida-property:OrganizationAffiliation.EmploymentMembership.Employment_PlaceOfEmployment,aida-entity:110be185-7b8c-4a12-a0d7-fcfe7687a7f0
aida-item:Contact.CommandOrder.Broadcast,rdf:type,owl:Class
aida-item:GPE.Country.Country,rdf:type,owl:Class
aida-item:PersonalSocial.Role.ProfessionalRole,rdfs:subClassOf,aida-item:PersonalSocial.Role
aida-item:WEA.ThrownProjectile,rdf:type,owl:Class
aida-item:GeneralAffiliation.Sponsorship.HelpSupport,rdf:type,owl:Class
aida-item:VAL.Number.Number,rdfs:subClassOf,aida-item:VAL
aida-item:Conflict.Attack.Hanging,rdfs:subClassOf,aida-item:Conflict.Attack
aida-item:ArtifactExistence.DamageDestroy.Destroy,rdf:type,owl:Class
aida-item:WEA.MissileSystem,rdfs:subClassOf,aida-item:WEA
aida-item:SID.Ideological.Ideological,rdf:type,owl:Class
aida-item:ORG,rdf:type,owl:Class
aida-item:ORG.Government.Council,rdf:type,owl:Class
aida-item:Manufacture.Artifact.CreateIntellectualProperty,rdfs:subClassOf,aida-item:Manufacture.Artifact
aida-item:Movement.TransportArtifact.Hide,rdf:type,owl:Class
aida-item:Transaction.TransferMoney.PayForService,rdfs:subClassOf,aida-item:Transaction.TransferMoney
aida-property:PersonalSocial.Role_Person,rdf:type,owl:ObjectProperty
aida-property:OrganizationAffiliation.Leadership.Government_Leader,rdf:type,owl:ObjectProperty
aida-item:Contact.CommitmentPromiseExpressIntent.Broadcast,rdfs:subClassOf,aida-item:Contact.CommitmentPromiseExpressIntent
aida-item:Movement.TransportArtifact.NonviolentThrowLaunch,rdf:type,owl:Class
aida-item:Movement.TransportArtifact.BringCarryUnload,rdfs:subClassOf,aida-item:Movement.TransportArtifact
aida-item:Transaction.Transaction.GiftGrantProvideAid,rdf:type,owl:Class
aida-item:PER.Police,rdf:type,owl:Class
aida-property:OrganizationAffiliation.EmploymentMembership.Employment_PlaceOfEmployment,rdf:type,owl:ObjectProperty
aida-entity:90846e8e-d544-4c5c-8405-eb0e62e73627,aida-property:Measurement.Size.Count_EntityOrFiller,aida-entity:cb192f2f-07ca-49fe-80b4-56fa54420f48
aida-item:PER.ProfessionalPosition.Ambassador,rdfs:subClassOf,aida-item:PER.ProfessionalPosition
aida-item:ORG.Government.ProsecutorOffice,rdfs:subClassOf,aida-item:ORG.Government
aida-item:COM.Equipment.HumanitarianAid,rdf:type,owl:Class
aida-item:CRM.PoliticalCrime,rdf:type,owl:Class
aida-item:COM.Equipment.MedicalEquipment,rdfs:subClassOf,aida-item:COM.Equipment
aida-item:Movement.TransportArtifact.ReceiveImport,rdf:type,owl:Class
aida-item:Life.Injure.InjuryCausedByViolentEvents,rdfs:subClassOf,aida-item:Life.Injure
aida-item:CRM.FinancialCrime.Extortion,rdf:type,owl:Class
aida-item:BAL.PaperBallot.PaperBallot,rdfs:subClassOf,aida-item:BAL
aida-item:Movement.TransportPerson.PreventEntry,rdfs:subClassOf,aida-item:Movement.TransportPerson
aida-item:Contact.Discussion,rdfs:subClassOf,aida-item:Event
aida-item:PersonalSocial.Unspecified.Political,rdfs:subClassOf,aida-item:PersonalSocial.Unspecified
aida-item:FAC.Structure,rdfs:subClassOf,aida-item:FAC
aida-item:Justice.InitiateJudicialProcess,rdf:type,owl:Class
aida-property:ResponsibilityBlame.AssignBlame.AssignBlame_Event,rdf:type,owl:ObjectProperty
aida-property:PartWhole.Subsidiary.OrganizationSubsidiary_Subsidiary,rdf:type,owl:ObjectProperty
aida-item:Life.Injure,rdfs:subClassOf,aida-item:Event
aida-item:Movement.TransportArtifact.GrantEntry,rdf:type,owl:Class
aida-item:PER.ProfessionalPosition.Spokesperson,rdfs:subClassOf,aida-item:PER.ProfessionalPosition
aida-item:WEA.GrenadeLauncher.GrenadeLauncher,rdfs:subClassOf,aida-item:WEA
aida-item:GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.OwnershipPossession,rdfs:subClassOf,aida-item:GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation
aida-item:WEA.Bomb,rdf:type,owl:Class
aida-entity:cb192f2f-07ca-49fe-80b4-56fa54420f48,rdf:type,aida-item:VAL.Number.Number
aida-item:PER.Protester.ProtestLeader,rdfs:subClassOf,aida-item:PER.Protester
aida-item:VEH.Aircraft.Airplane,rdfs:subClassOf,aida-item:VEH.Aircraft
aida-item:ORG.MilitaryOrganization.GovernmentArmedForces,rdfs:subClassOf,aida-item:Entity
aida-item:WEA.ThrownProjectile,rdfs:subClassOf,aida-item:WEA
aida-item:Contact.Prevarication.Broadcast,rdfs:subClassOf,aida-item:Contact.Prevarication
aida-item:FAC.Structure.Barricade,rdfs:subClassOf,aida-item:FAC.Structure
aida-entity:312b6440-a00e-4e4f-b0a0-99a7f0084fdf,aida-property:Physical.LocatedNear_Place,aida-entity:01f0cc75-2ed2-4968-add0-715d91f1b7ec
aida-item:ORG.CommercialOrganization.Manufacturer,rdf:type,owl:Class
aida-item:COM.Document.Map,rdfs:subClassOf,aida-item:COM.Document
aida-item:OrganizationAffiliation.Leadership,rdfs:subClassOf,aida-item:Relation
aida-entity:9789ff8a-7d0a-45cc-9b2a-9a7465182d09,rdf:type,aida-item:ORG.CommercialOrganization
aida-item:FAC.Structure,rdf:type,owl:Class
aida-item:FAC,rdf:type,owl:Class
aida-item:Government.Agreements.RejectNullifyAgreementContractCeasefire,rdfs:subClassOf,aida-item:Government.Agreements
aida-item:Transaction.Transaction.TransferControl,rdf:type,owl:Class
aida-item:PER.ProfessionalPosition.Spy,rdfs:subClassOf,aida-item:PER.ProfessionalPosition
aida-item:Justice.JudicialConsequences.Execute,rdf:type,owl:Class
aida-item:VEH.WheeledVehicle,rdf:type,owl:Class
aida-item:Movement.TransportPerson.SelfMotion,rdf:type,owl:Class
aida-item:Conflict.Demonstrate.MarchProtestPoliticalGathering,rdf:type,owl:Class
aida-property:hasName,aida-property-type:dataType,aida-property-type:MonolingualText
aida-item:VEH.Aircraft.Helicopter,rdf:type,owl:Class
aida-item:Contact.RequestAdvise.Meet,rdf:type,owl:Class
aida-item:Justice.JudicialConsequences,rdf:type,owl:Class
aida-item:Contact.RequestAdvise,rdf:type,owl:Class
aida-entity:0e0214a7-2f64-4dae-b1ba-eff4b6663ef4,aida-property:Measurement.Size.Count_Measurement,aida-entity:e8d98762-d520-49ed-8de4-5b208d2e3fc9
aida-item:Transaction.TransferMoney.GiftGrantProvideAid,rdfs:subClassOf,aida-item:Transaction.TransferMoney
aida-item:ORG.Government,rdf:type,owl:Class
aida-item:WEA.MissileSystem.AirToAirMissile,rdfs:subClassOf,aida-item:WEA.MissileSystem
aida-item:Justice.JudicialConsequences.Extradite,rdfs:subClassOf,aida-item:Justice.JudicialConsequences
aida-item:CRM.FinancialCrime.Fraud,rdf:type,owl:Class
aida-item:COM.Document,rdf:type,owl:Class
aida-entity:e3d187c7-5e2b-48f3-a05e-dc9724cb9596,aida-property:Physical.LocatedNear_EntityOrFiller,aida-entity:ba5bd100-3c53-45bb-8c1e-81d7827e948d
aida-item:PER.ProfessionalPosition.Spy,rdf:type,owl:Class
aida-item:FAC.Building.GovernmentBuilding,rdfs:subClassOf,aida-item:FAC.Building
aida-item:Movement.TransportArtifact.GrantEntry,rdfs:subClassOf,aida-item:Movement.TransportArtifact
aida-item:Contact.Collaborate,rdf:type,owl:Class
aida-property:Evaluate.Legitimacy.Illegitimate_Holder,rdf:type,owl:ObjectProperty
aida-item:Contact.RequestAdvise,rdfs:subClassOf,aida-item:Event
aida-item:COM.Document.PersonalIdentification,rdf:type,owl:Class
aida-item:SID.Political.Opposition,rdfs:subClassOf,aida-item:SID
aida-item:Movement.TransportPerson.BringCarryUnload,rdfs:subClassOf,aida-item:Movement.TransportPerson
aida-entity:e8d98762-d520-49ed-8de4-5b208d2e3fc9,aida-property:OrganizationAffiliation.Leadership_Organization,aida-entity:f4cfc546-ff27-4df0-b19b-71dbdbc93a29
aida-item:COM.Wreckage.Wreckage,rdf:type,owl:Class
aida-item:CRM.BehaviorCrime.FailToAssist,rdfs:subClassOf,aida-item:CRM.BehaviorCrime
aida-item:WEA.DaggerKnifeSword,rdfs:subClassOf,aida-item:WEA
aida-item:Contact.PublicStatementInPerson.Broadcast,rdfs:subClassOf,aida-item:Contact.PublicStatementInPerson
aida-item:Conflict.Attack.FirearmAttack,rdf:type,owl:Class
aida-item:OrganizationAffiliation.EmploymentMembership,rdfs:subClassOf,aida-item:Relation
aida-item:VEH.MilitaryVehicle.Tank,rdf:type,owl:Class
aida-item:WEA.MissileSystem.AntiAircraftMissle,rdf:type,owl:Class
aida-item:PER.Fan,rdfs:subClassOf,aida-item:PER
aida-item:WEA.Gas.PoisonGas,rdf:type,owl:Class
aida-item:Movement.TransportArtifact,rdf:type,owl:Class
aida-item:Justice.InitiateJudicialProcess.TrialHearing,rdfs:subClassOf,aida-item:Justice.InitiateJudicialProcess
aida-item:VEH.Watercraft.Boat,rdf:type,owl:Class
aida-item:ORG.MilitaryOrganization.Intelligence,rdf:type,owl:Class
aida-item:GeneralAffiliation.ArtifactPoliticalOrganizationReligiousAffiliation.NationalityCitizen,rdf:type,owl:Class
aida-item:Contact.Prevarication.Correspondence,rdf:type,owl:Class
aida-item:ORG.MilitaryOrganization,rdfs:subClassOf,aida-item:ORG
aida-item:WEA.Gas.TearGas,rdfs:subClassOf,aida-item:WEA.Gas
aida-item:LOC.Land.Continent,rdf:type,owl:Class
aida-item:ORG.Government.LawEnforcementAgency,rdf:type,owl:Class
aida-item:Transaction.TransferMoney,rdfs:subClassOf,aida-item:Event
aida-item:GeneralAffiliation.MemberOriginReligionEthnicity,rdf:type,owl:Class
aida-property:GeneralAffiliation.MemberOriginReligionEthnicity_EntityOrFiller,rdf:type,owl:ObjectProperty
aida-item:ORG.International.MonitoringGroup,rdf:type,owl:Class
aida-entity:4fba8ada-3361-459c-a37f-a0ccc4624ac5,rdf:type,aida-item:GPE.ProvinceState.ProvinceState
