node1	label	node2	datasource	weight
/c/en/embalmment/n	mw:PartOfSpeech	mw:Noun	CN	1.0
/c/en/embellished/a	mw:PartOfSpeech	mw:Adjective	CN	1.0
/c/en/emblem+vg:emblem+rg:emblem	/r/RelatedTo	/c/en/uss+vg:uss	VG	1.0
/c/en/emeraldlike	mw:POSForm	/c/en/emeraldlike/a	CN	1.0
/c/en/emerauds/n	mw:PartOfSpeech	mw:Noun	CN	1.0
/c/en/emergence/n	/r/RelatedTo	/c/en/appearance+at:appearance+rg:appearance	CN	1.0
/c/en/emergicenter	/r/EtymologicallyRelatedTo	vg:center+rg:center+/c/en/center	CN	0.25
/c/en/emmental+rg:emmental	/r/Synonym	/c/en/swiss_cheese/n	CN	1.0
/c/en/emmy_awards_ceremony/n	/r/IsA	/c/en/awards_ceremony/n	CN	1.0
/c/en/empire/n/wn/group+wn:empire.n.02+wd:Q179023+wn:empire.n.03	rdfs:subClassOf	wn:government.n.01+/c/en/government/n/wn/government+wn:government.n.03+wd:Q2285706	WN	1.0
/c/en/employment+rg:employment+at:employment	/r/RelatedTo	/c/en/casualisation/n	CN	1.0
/c/en/empyreumatizing/v	mw:PartOfSpeech	mw:Verb	CN	1.0
/c/en/enamelled	mw:POSForm	/c/en/enamelled/v	CN	1.0
/c/en/encephalomyelitis/n/wn/state+wn:encephalomyelitis.n.01+wd:Q1634879	rdfs:subClassOf	wn:inflammation.n.01+/c/en/inflammation/n/wn/state	WN	1.0
/c/en/enchant+rg:enchant	/r/RelatedTo	/c/en/chant+rg:chant	CN	1.0
/c/en/enclosure+vg:enclosure+rg:enclosure	/r/RelatedTo	vg:brick_and_wood	VG	1.0
/c/en/encurtain/v	mw:PartOfSpeech	mw:Verb	CN	1.0
/c/en/endocortical/a	/r/RelatedTo	/c/en/endocortex	CN	1.0
/c/en/endogenesis	/r/RelatedTo	rg:end+vg:end+/c/en/end	CN	1.0
/c/en/endoneuraminidase/n	/r/RelatedTo	/c/en/catalyse+rg:catalyse	CN	1.0
/c/en/endoplasm/n	mw:IsPOSFormOf	/c/en/endoplasm	CN	1.0
/c/en/endothelially	mw:POSForm	/c/en/endothelially/r	CN	1.0
/c/en/endotoxemic	/r/RelatedTo	/c/en/nonendotoxemic/a	CN	1.0
/c/en/energizations/n	/r/FormOf	/c/en/energization	CN	1.0
/c/en/enfoldment/n	mw:PartOfSpeech	mw:Noun	CN	1.0
/c/en/engender+rg:engender	/r/Synonym	rg:propagate+/c/en/propagate	ROGET	1.0
/c/en/engine/n/wn/artifact+wd:Q44167+wn:engine.n.01+wn:engine.n.04+wd:Q630010	/r/Causes	wd:Q1341477+wn:energy.n.01+/c/en/energy/n/wn/physics	CN	2.0
/c/en/england+vg:england	/r/RelatedTo	/c/en/lindisfarne/n	CN	1.0
/c/en/england+vg:england	/r/RelatedTo	/c/en/west_midlands/n	CN	1.0
/c/en/england+vg:england	/r/RelatedTo	/c/en/wootton_bassett/n	CN	1.0
/c/en/engraver+rg:engraver	/r/RelatedTo	/c/en/medalist/n	CN	1.0
/c/en/enhoney/v	/r/RelatedTo	rg:sweeten+/c/en/sweeten	CN	1.0
/c/en/enigmatic/a	mw:IsPOSFormOf	/c/en/enigmatic+rg:enigmatic	CN	1.0
/c/en/enormously/r	/r/RelatedTo	rg:greatly+/c/en/greatly	CN	1.0
/c/en/enraged/a	/r/RelatedTo	rg:rage+/c/en/rage+at:rage+vg:rage	CN	1.0
/c/en/enrheum	mw:POSForm	/c/en/enrheum/v	CN	1.0
/c/en/enrollment+rg:enrollment	/r/Synonym	at:students+/c/en/students+rg:students+vg:students	ROGET	1.0
/c/en/enshroudest	mw:POSForm	/c/en/enshroudest/v	CN	1.0
/c/en/ensifer/n	/r/RelatedTo	/c/en/genus+at:genus+rg:genus	CN	1.0
/c/en/entanglement+rg:entanglement	/r/Synonym	/c/en/liaison+rg:liaison	ROGET	1.0
/c/en/enterprisingly/r	mw:PartOfSpeech	mw:Adverb	CN	1.0
/c/en/entertaining_people	/r/HasSubevent	/c/en/offer_lots_of_food_and_drink	CN	1.0
/c/en/enthusiasm+rg:enthusiasm	/r/Synonym	/c/en/transport+rg:transport+vg:transport+at:transport	ROGET	1.0
/c/en/entlebucher/n	mw:PartOfSpeech	mw:Noun	CN	1.0
/c/en/entryway+rg:entryway+vg:entryway	/r/RelatedTo	vg:walkway+/c/en/walkway+rg:walkway	VG	1.0
/c/en/envigor/v	/r/RelatedTo	rg:invigorate+/c/en/invigorate	CN	1.0
/c/en/enzymologists/n	/r/FormOf	/c/en/enzymologist	CN	1.0
/c/en/eo_ipso	mw:POSForm	/c/en/eo_ipso/r	CN	1.0
/c/en/eoc/n	/r/HasContext	at:education+vg:education+rg:education+/c/en/education	CN	1.0
/c/en/eosophobias/n	mw:PartOfSpeech	mw:Noun	CN	1.0
/c/en/epi	/r/RelatedTo	/c/en/in_addition	CN	1.0
/c/en/epichordal	/r/RelatedTo	/c/en/perichordal/a	CN	1.0
/c/en/epicondylic/a	/r/RelatedTo	/c/en/epicondyle	CN	1.0
/c/en/epicriidae	/r/RelatedTo	/c/en/epicriid/n	CN	1.0
/c/en/epidepride/n	/r/RelatedTo	/c/en/radioligand	CN	1.0
/c/en/epineural_bone	/r/RelatedTo	/c/en/epineural/n	CN	1.0
/c/en/epiphysial/a	mw:PartOfSpeech	mw:Adjective	CN	1.0
/c/en/epirot	/r/RelatedTo	/c/en/epirus/n	CN	1.0
/c/en/epithet/n	/r/Synonym	rg:cognomen+/c/en/cognomen	CN	1.0
/c/en/epizootiological	/r/RelatedTo	/c/en/epizootiologically/r	CN	1.0
/c/en/epoxyeicosatrienoic_acid/n	/r/HasContext	/c/en/organic_compound	CN	1.0
/c/en/equity/n	/r/RelatedTo	rg:encumbrances+/c/en/encumbrances	CN	1.0
/c/en/equivocalities/n	mw:PartOfSpeech	mw:Noun	CN	1.0
/c/en/erastes	/r/RelatedTo	/c/en/anteros/n	CN	1.0
/c/en/erf	/r/EtymologicallyRelatedTo	/c/en/orf	CN	0.25
/c/en/ern+rg:ern	/r/EtymologicallyRelatedTo	at:run+/c/en/run+vg:run+rg:run	CN	0.25
/c/en/erratic+at:erratic+rg:erratic	/r/Synonym	/c/en/adjustable+vg:adjustable+at:adjustable+rg:adjustable	ROGET	1.0
/c/en/eructation+rg:eructation	/r/Synonym	rg:eruption+/c/en/eruption	ROGET	1.0
/c/en/escapeless	/r/DerivedFrom	rg:escape+vg:escape+/c/en/escape+at:escape	CN	1.0
/c/en/eschar/n	/r/RelatedTo	rg:scar+vg:scar+/c/en/scar	CN	1.0
/c/en/escritoire/n/wn/artifact	/r/Synonym	wn:secretary.n.04+/c/en/secretary/n/wn/artifact	CN	2.0
/c/en/esp/n	/r/HasContext	/c/en/financial_services	CN	1.0
/c/en/espouse+rg:espouse	/r/Synonym	/c/en/follow+at:follow+rg:follow+vg:follow	ROGET	1.0
/c/en/espringal/n	mw:IsPOSFormOf	/c/en/espringal	CN	1.0
/c/en/ester	/r/RelatedTo	/c/en/tetraethylorthosilicate/n	CN	1.0
/c/en/estimable+rg:estimable	/r/Synonym	rg:palmary	ROGET	1.0
/c/en/etendue/n	/r/RelatedTo	/c/en/direction+rg:direction+at:direction+vg:direction	CN	1.0
/c/en/ethenone	mw:POSForm	/c/en/ethenone/n	CN	1.0
/c/en/ethical_system/n	/r/RelatedTo	/c/en/principles+rg:principles	CN	1.0
/c/en/ethicize/v	/r/RelatedTo	/c/en/ethical+at:ethical+rg:ethical	CN	1.0
/c/en/ethiopian_region/n	/r/IsA	/c/en/tangible_thing/n	CN	1.0
/c/en/etiolated+rg:etiolated	/r/Synonym	rg:pale+vg:pale+at:pale+/c/en/pale+fn:lu:surpassing:pale	ROGET	1.0
/c/en/eton_jacket/n	/r/Synonym	/c/en/bumfreezer	CN	1.0
/c/en/ette	/r/Synonym	/c/en/euse	CN	1.0
/c/en/eubiotics	mw:POSForm	/c/en/eubiotics/n	CN	1.0
/c/en/eudaimonia+rg:eudaimonia	/r/Synonym	rg:well-being	ROGET	1.0
/c/en/eulogistically	mw:POSForm	/c/en/eulogistically/r	CN	1.0
/c/en/euphoric+rg:euphoric+at:euphoric	/r/RelatedTo	/c/en/marijuana/n	CN	1.0
/c/en/eurasian_bullfinch/n	/r/RelatedTo	/c/en/pyrrhula_pyrrhula	CN	1.0
/c/en/euro_wasps/n	/r/FormOf	/c/en/euro_wasp	CN	2.0
/c/en/eurogame/n	/r/RelatedTo	at:luck+rg:luck+/c/en/luck	CN	1.0
/c/en/europanto	mw:POSForm	/c/en/europanto/n	CN	1.0
/c/en/european+vg:european	/r/RelatedTo	/c/en/japonism/n	CN	1.0
/c/en/europeaness/n	mw:IsPOSFormOf	/c/en/europeaness	CN	1.0
/c/en/eurovision/n	/r/RelatedTo	/c/en/european+vg:european	CN	1.0
/c/en/eurybrachid	mw:POSForm	/c/en/eurybrachid/n	CN	1.0
/c/en/eutychian/a	/r/RelatedTo	/c/en/eutychianism	CN	1.0
/c/en/evaluation+rg:evaluation	/r/Synonym	rg:calculation+/c/en/calculation	ROGET	1.0
/c/en/even_so	/r/DerivedFrom	/c/en/even/r/wikt/en_1	CN	1.0
/c/en/evening_grosbeaks/n	/r/FormOf	/c/en/evening_grosbeak	CN	1.0
/c/en/event+at:event+vg:event+rg:event	/r/RelatedTo	/c/en/sink/n	CN	1.0
/c/en/evergreen/n	/r/RelatedTo	/c/en/conifer+rg:conifer+vg:conifer	CN	1.0
/c/en/everlasting_flower/n	mw:OMWordnetOffset	/c/en/everlasting_flower/n/wn/plant	CN	1.0
/c/en/every_now_and_then	/r/RelatedTo	/c/en/once_in_while	CN	1.0
/c/en/everywoman	/r/DerivedFrom	vg:woman+rg:woman+/c/en/woman	CN	1.0
/c/en/evicteth/v	mw:PartOfSpeech	mw:Verb	CN	1.0
/c/en/evolutionary_physiologist	/r/DerivedFrom	/c/en/evolutionary/a	CN	1.0
/c/en/ewe_neck	/r/DerivedFrom	/c/en/ewe/n	CN	1.0
/c/en/exact_science/n	/r/RelatedTo	/c/en/social_science	CN	1.0
/c/en/exactness/n	mw:IsPOSFormOf	rg:exactness+/c/en/exactness	CN	1.0
/c/en/exaflop/n	/r/RelatedTo	vg:second+/c/en/second+at:second+rg:second	CN	1.0
/c/en/exaggerate+rg:exaggerate	/r/Synonym	at:corrupt+rg:corrupt+/c/en/corrupt	ROGET	1.0
/c/en/exaggeratively	/r/DerivedFrom	/c/en/exaggerate/v	CN	1.0
/c/en/exaltedness/n	/r/RelatedTo	at:exalted+rg:exalted+/c/en/exalted	CN	1.0
/c/en/example_tap	/r/RelatedTo	/c/en/dance+rg:dance+vg:dance+at:dance	CN	0.11699999999999999
/c/en/excarnation/n	mw:IsPOSFormOf	/c/en/excarnation	CN	1.0
/c/en/excecate/v	mw:PartOfSpeech	mw:Verb	CN	1.0
/c/en/exceptionally+rg:exceptionally	/r/Synonym	/c/en/abnormally+rg:abnormally	ROGET	1.0
/c/en/excimer_laser/n	mw:IsPOSFormOf	/c/en/excimer_laser	CN	1.0
/c/en/excisemen/n	mw:PartOfSpeech	mw:Noun	CN	1.0
/c/en/excitant/n	/r/RelatedTo	rg:excite+/c/en/excite	CN	1.0
/c/en/exclave/n	/r/HasContext	rg:medicine+at:medicine+vg:medicine+/c/en/medicine	CN	1.0
/c/en/excused+rg:excused	/r/Synonym	/c/en/immune+at:immune+rg:immune	ROGET	1.0
/c/en/executive_producers	/r/DerivedFrom	/c/en/executive/n	CN	1.0
/c/en/exemplifiable	/r/RelatedTo	/c/en/exemplary/n	CN	1.0
/c/en/exfetation/n	/r/RelatedTo	/c/en/fetation	CN	1.0
/c/en/exhaust+rg:exhaust+vg:exhaust	vg:InImage	vg:I2322349	VG	1.0
/c/en/exodermis	mw:POSForm	/c/en/exodermis/n	CN	1.0
/c/en/exon/n/wikt/en_2	/r/SimilarTo	/c/en/intron+rg:intron	CN	1.0
/c/en/exotrophy	/r/RelatedTo	/c/en/exotrophic/a	CN	1.0
/c/en/expansion_slot/n	/r/RelatedTo	/c/en/slot+rg:slot+vg:slot	CN	1.0
/c/en/explain_details	/r/RelatedTo	rg:describe+at:describe+/c/en/describe	CN	0.16
/c/en/expose+rg:expose+at:expose	/r/RelatedTo	/c/en/myelocele/n	CN	1.0
/c/en/exposition+rg:exposition	/r/Synonym	/c/en/elucidation+rg:elucidation	ROGET	1.0
/c/en/expromission	mw:POSForm	/c/en/expromission/n	CN	1.0
/c/en/extemporize/v	/r/RelatedTo	/c/en/prior+rg:prior	CN	1.0
/c/en/extending+vg:extending+rg:extending	vg:subject	/c/en/elephant+vg:elephant+rg:elephant	VG	1.0
/c/en/extensible+rg:extensible	/r/Synonym	/c/en/expandable+at:expandable+vg:expandable+rg:expandable	ROGET	1.0
/c/en/extension+vg:extension+rg:extension	/r/RelatedTo	/c/en/granny_annexe/n	CN	1.0
/c/en/externalists/n	/r/FormOf	/c/en/externalist	CN	1.0
/c/en/externalities/n	/r/FormOf	rg:externality+/c/en/externality	CN	1.0
/c/en/extra_cover/n	/r/HasContext	vg:cricket+at:cricket+/c/en/cricket+rg:cricket	CN	1.0
/c/en/extra_point/n	/r/RelatedTo	/c/en/touchdown+rg:touchdown	CN	1.0
/c/en/extragonadal/a	mw:PartOfSpeech	mw:Adjective	CN	1.0
/c/en/extrajudiciality	/r/DerivedFrom	rg:extrajudicial+/c/en/extrajudicial	CN	1.0
/c/en/extremality/n	mw:PartOfSpeech	mw:Noun	CN	1.0
/c/en/extremisms/n	/r/FormOf	/c/en/extremism+rg:extremism	CN	1.0
/c/en/extricating/v	/r/FormOf	rg:extricate+/c/en/extricate	CN	1.0
/c/en/exxon/n	/r/RelatedTo	rg:brand+vg:brand+/c/en/brand	CN	1.0
/c/en/eye+at:eye+vg:eye+fn:lu:perception_active:eye+rg:eye	/r/RelatedTo	rg:strap+vg:strap+/c/en/strap	VG	1.0
/c/en/eye+at:eye+vg:eye+fn:lu:perception_active:eye+rg:eye	/r/RelatedTo	vg:dull_green	VG	1.0
/c/en/eye+at:eye+vg:eye+fn:lu:perception_active:eye+rg:eye	vg:InImage	vg:I2316793	VG	1.0
/c/en/eye+at:eye+vg:eye+fn:lu:perception_active:eye+rg:eye	vg:InImage	vg:I2334929	VG	1.0
/c/en/eye+at:eye+vg:eye+fn:lu:perception_active:eye+rg:eye	vg:InImage	vg:I2337121	VG	1.0
/c/en/eye+at:eye+vg:eye+fn:lu:perception_active:eye+rg:eye	vg:InImage	vg:I2347504	VG	1.0
/c/en/eye+at:eye+vg:eye+fn:lu:perception_active:eye+rg:eye	vg:InImage	vg:I2354908	VG	1.0
/c/en/eye+at:eye+vg:eye+fn:lu:perception_active:eye+rg:eye	vg:InImage	vg:I2368029	VG	1.0
/c/en/eye+at:eye+vg:eye+fn:lu:perception_active:eye+rg:eye	vg:InImage	vg:I2368372	VG	1.0
/c/en/eye+at:eye+vg:eye+fn:lu:perception_active:eye+rg:eye	vg:InImage	vg:I2380297	VG	1.0
/c/en/eye+at:eye+vg:eye+fn:lu:perception_active:eye+rg:eye	vg:InImage	vg:I2395660	VG	1.0
/c/en/eye+at:eye+vg:eye+fn:lu:perception_active:eye+rg:eye	vg:InImage	vg:I694	VG	1.0
/c/en/eye_agate	mw:POSForm	/c/en/eye_agate/n	CN	1.0
/c/en/eyeglasses+vg:eyeglasses+rg:eyeglasses	vg:InImage	vg:I2341050	VG	1.0
/c/en/eyesights/n	mw:PartOfSpeech	mw:Noun	CN	1.0
/c/en/f+vg:f+at:f+rg:f	/r/RelatedTo	rg:black+/c/en/black+vg:black	VG	1.0
/c/en/f_words/n	mw:PartOfSpeech	mw:Noun	CN	1.0
/c/en/face_paint+vg:face_paint	/r/RelatedTo	rg:painted+/c/en/painted+vg:painted	VG	1.0
/c/en/facetimes/v	/r/FormOf	/c/en/facetime	CN	1.0
/c/en/facial_hair+vg:facial_hair	vg:InImage	vg:I2390847	VG	1.0
/c/en/faction+rg:faction	/r/Synonym	/c/en/schism+rg:schism	ROGET	1.0
/c/en/factionalize	/r/RelatedTo	/c/en/factionalizer/n	CN	1.0
/c/en/factoid/n	/r/RelatedTo	rg:media+vg:media+/c/en/media	CN	1.0
/c/en/fad_diet/n	mw:PartOfSpeech	mw:Noun	CN	1.0
/c/en/fail/n/wikt/en_1	/r/RelatedTo	at:failure+rg:failure+/c/en/failure	CN	1.0
/c/en/failscade	/r/DerivedFrom	/c/en/cascade+rg:cascade	CN	1.0
/c/en/fair_catch	/r/RelatedTo	/c/en/punt_out/n	CN	1.0
/c/en/fair_catches/n	mw:PartOfSpeech	mw:Noun	CN	1.0
/c/en/fairness/n	mw:OMWordnetOffset	/c/en/fairness/n/wn/cognition+wn:fairness.n.02	CN	1.0
/c/en/fait/n	mw:PartOfSpeech	mw:Noun	CN	1.0
/c/en/fake_book/n	/r/RelatedTo	rg:performer+vg:performer+at:performer+/c/en/performer	CN	1.0
/c/en/fakelaki/n	/r/RelatedTo	/c/en/bribe+rg:bribe	CN	1.0
/c/en/falkland_islands	/r/RelatedTo	/c/en/teaberry/n	CN	1.0
/c/en/fall_on_one's_face/v	mw:IsPOSFormOf	/c/en/fall_on_one's_face	CN	1.0
/c/en/false+vg:false+rg:false+at:false	/r/RelatedTo	/c/en/craporama/n	CN	1.0
/c/en/false+vg:false+rg:false+at:false	/r/RelatedTo	/c/en/fabricated/a	CN	1.0
/c/en/false+vg:false+rg:false+at:false	/r/RelatedTo	/c/en/technobabble/n	CN	1.0
/c/en/falsehood+rg:falsehood	/r/RelatedTo	/c/en/falsify/v	CN	1.0
/c/en/falsify+rg:falsify	/r/Antonym	vg:right+at:right+/c/en/right+rg:right	ROGET	1.0
/c/en/falsify/v	/r/RelatedTo	/c/en/falsehood+rg:falsehood	CN	1.0
/c/en/familial+rg:familial+at:familial	/r/Synonym	rg:inherited+/c/en/inherited	ROGET	1.0
/c/en/familial/a	/r/HasContext	/c/en/pathology+rg:pathology	CN	1.0
/c/en/family_birthday_card/n	/r/IsA	/c/en/birthday_card/n	CN	1.0
/c/en/fanlight/n	/r/IsA	at:light+vg:light+rg:light+/c/en/light	CN	1.0
/c/en/fanny_batter/n	/r/RelatedTo	/c/en/vaginal	CN	1.0
/c/en/fanskate	/r/DerivedFrom	rg:fan+/c/en/fan+vg:fan	CN	1.0
/c/en/fanworts/n	/r/FormOf	/c/en/fanwort+rg:fanwort	CN	1.0
/c/en/fanziners/n	mw:PartOfSpeech	mw:Noun	CN	1.0
/c/en/farm+vg:farm+rg:farm	/r/RelatedTo	/c/en/rural_property	CN	0.245
/c/en/farm_meadow	/r/RelatedTo	/c/en/field+rg:field+at:field+vg:field	CN	0.162
/c/en/fascial	/r/DerivedFrom	/c/en/fascia+rg:fascia	CN	1.0
/c/en/fasciotomy/n	mw:PartOfSpeech	mw:Noun	CN	1.0
/c/en/fashion/n	/r/RelatedTo	/c/en/manner+rg:manner+vg:manner	CN	1.0
/c/en/fashionmonger/n	mw:OMWordnetOffset	/c/en/fashionmonger/n/wn/person	CN	1.0
/c/en/fast_forward/v	mw:PartOfSpeech	mw:Verb	CN	1.0
/c/en/fateful+rg:fateful	/r/Antonym	rg:miraculous+/c/en/miraculous	ROGET	1.0
/c/en/fatigability	mw:POSForm	/c/en/fatigability/n	CN	1.0
/c/en/fatso/n	/r/HasContext	rg:pejorative+/c/en/pejorative	CN	1.0
/c/en/fattier/a	mw:PartOfSpeech	mw:Adjective	CN	1.0
/c/en/fatty_alcohol/n	/r/RelatedTo	/c/en/aliphatic+rg:aliphatic	CN	1.0
/c/en/faucet+rg:faucet+vg:faucet	vg:InImage	vg:I2342647	VG	1.0
/c/en/faucet+rg:faucet+vg:faucet	vg:InImage	vg:I2365494	VG	1.0
/c/en/faucet+rg:faucet+vg:faucet	vg:InImage	vg:I2366984	VG	1.0
/c/en/faucet+rg:faucet+vg:faucet	vg:InImage	vg:I2390570	VG	1.0
/c/en/faux_pa	/r/DefinedAs	/c/en/violation_of_accepted_although_unwritten_social_rules	CN	2.0
/c/en/faux_pas/n/wn/act+wd:Q1398885+wn:faux_pas.n.01	/r/IsA	wd:Q1930201+/c/en/blunder/n/wn/act+wn:blunder.n.01	CN	2.0
/c/en/fawnskin	/r/DerivedFrom	/c/en/skin+vg:skin+rg:skin	CN	1.0
/c/en/faxed_star	/r/DerivedFrom	/c/en/faxed/a/wikt/en_1	CN	1.0
/c/en/faygelah/n	mw:PartOfSpeech	mw:Noun	CN	1.0
/c/en/feather_duster/n	/r/RelatedTo	fn:lu:execute_plan:implement+at:implement+vg:implement+rg:implement+/c/en/implement	CN	1.0
/c/en/featherbed+rg:featherbed	mw:POSForm	/c/en/featherbed/n	CN	1.0
/c/en/fecal+vg:fecal+rg:fecal	/r/RelatedTo	vg:waste+fn:lu:frugality:waste+/c/en/waste+rg:waste	CN	0.132
/c/en/feckless+rg:feckless+at:feckless	/r/Synonym	at:reckless+/c/en/reckless+rg:reckless	ROGET	1.0
/c/en/federalise/v	mw:IsPOSFormOf	rg:federalise+/c/en/federalise	CN	1.0
/c/en/federation_of_bosnia_and_herzegovina	/r/Synonym	/c/en/federation_of_bosnia_and_herzegovina	CN	0.5
/c/en/feeding_tube/n	/r/RelatedTo	/c/en/nose+at:nose+rg:nose+vg:nose	CN	1.0
/c/en/feelinglessness/n	/r/RelatedTo	rg:feeling+at:feeling+vg:feeling+/c/en/feeling	CN	1.0
/c/en/feet+at:feet+vg:feet+rg:feet	/r/RelatedTo	rg:slab+/c/en/slab+vg:slab	VG	1.0
/c/en/feet+at:feet+vg:feet+rg:feet	/r/RelatedTo	rg:statue+/c/en/statue+vg:statue+at:statue	VG	1.0
/c/en/feet+at:feet+vg:feet+rg:feet	/r/RelatedTo	vg:baby_turkey	VG	1.0
/c/en/feet+at:feet+vg:feet+rg:feet	/r/RelatedTo	vg:center_bird	VG	1.0
/c/en/feet+at:feet+vg:feet+rg:feet	vg:InImage	vg:I2355130	VG	1.0
/c/en/feet+at:feet+vg:feet+rg:feet	vg:InImage	vg:I2387440	VG	1.0
/c/en/feet+at:feet+vg:feet+rg:feet	vg:InImage	vg:I2410413	VG	1.0
/c/en/fellmongery/n	mw:IsPOSFormOf	/c/en/fellmongery	CN	1.0
/c/en/fellow_feeling/n	/r/Synonym	/c/en/congeniality+rg:congeniality	CN	1.0
/c/en/felonry+rg:felonry	mw:POSForm	/c/en/felonry/n	CN	1.0
/c/en/femdom/n/wikt/en_1	/r/RelatedTo	/c/en/dominant+at:dominant+rg:dominant+vg:dominant	CN	1.0
/c/en/fend+rg:fend	/r/EtymologicallyRelatedTo	rg:fiend+/c/en/fiend	CN	0.25
/c/en/fenders+vg:fenders	/r/RelatedTo	rg:black+/c/en/black+vg:black	VG	1.0
/c/en/fer_de_lance/n	mw:OMWordnetOffset	/c/en/fer_de_lance/n/wn/animal+wn:fer-de-lance.n.01+wd:Q468875	CN	1.0
/c/en/feras/n	/r/FormOf	/c/en/fera	CN	1.0
/c/en/ferment/n/wn/process	/r/Synonym	/c/en/zymosis/n/wn/process+wn:zymosis.n.01	CN	2.0
/c/en/ferruccis/n	mw:PartOfSpeech	mw:Noun	CN	1.0
/c/en/ferruginous/a	/r/RelatedTo	rg:rust+vg:rust+/c/en/rust	CN	1.0
/c/en/ferruled	mw:POSForm	/c/en/ferruled/v	CN	1.0
/c/en/fetally/r	mw:IsPOSFormOf	/c/en/fetally	CN	1.0
/c/en/fetidness+rg:fetidness	mw:POSForm	/c/en/fetidness/n	CN	1.0
/c/en/fetishizable	/r/DerivedFrom	/c/en/fetishize	CN	1.0
/c/en/fetter+rg:fetter	/r/Synonym	at:handcuff+rg:handcuff+/c/en/handcuff+vg:handcuff	ROGET	1.0
/c/en/feuilletine/n	mw:IsPOSFormOf	/c/en/feuilletine	CN	1.0
/c/en/fever/n	/r/RelatedTo	vg:mammal+/c/en/mammal+rg:mammal	CN	1.0
/c/en/fey+rg:fey	/r/RelatedTo	/c/en/fae	CN	1.0
/c/en/fib+rg:fib	/r/RelatedTo	/c/en/tarradiddle/n	CN	1.0
/c/en/fibreoptics/n/wn/communication	/r/Synonym	/c/en/fiber_optics/n/wn/communication+wn:fiber_optics.n.01	CN	2.0
/c/en/fibromatosis/n	/r/RelatedTo	/c/en/fibroma	CN	1.0
/c/en/fiddle+rg:fiddle+vg:fiddle	/r/Synonym	vg:putter+fn:lu:motion_noise:putter+rg:putter+/c/en/putter	ROGET	1.0
/c/en/fiddling/a	/r/RelatedTo	/c/en/trivial+rg:trivial	CN	1.0
/c/en/field+rg:field+at:field+vg:field	/r/RelatedTo	vg:firehydrant	VG	1.0
/c/en/field+rg:field+at:field+vg:field	/r/RelatedTo	vg:ting_llama	VG	1.0
/c/en/field+rg:field+at:field+vg:field	/r/RelatedTo	vg:white_paint	VG	1.0
/c/en/field+rg:field+at:field+vg:field	vg:InImage	vg:I2319517	VG	1.0
/c/en/field+rg:field+at:field+vg:field	vg:InImage	vg:I2334084	VG	1.0
/c/en/field+rg:field+at:field+vg:field	vg:InImage	vg:I2359423	VG	1.0
/c/en/field+rg:field+at:field+vg:field	vg:InImage	vg:I2364429	VG	1.0
/c/en/field+rg:field+at:field+vg:field	vg:InImage	vg:I2396844	VG	1.0
/c/en/field+rg:field+at:field+vg:field	vg:InImage	vg:I2399790	VG	1.0
/c/en/field+rg:field+at:field+vg:field	vg:InImage	vg:I2404750	VG	1.0
/c/en/field+rg:field+at:field+vg:field	vg:InImage	vg:I2417157	VG	1.0
/c/en/field/n	/r/RelatedTo	/c/en/battlefield+rg:battlefield	CN	1.0
/c/en/field_emission_microscopy/n	/r/RelatedTo	vg:emitter+/c/en/emitter	CN	1.0
/c/en/fifth+vg:fifth+rg:fifth	/r/Antonym	/c/en/xiv+rg:xiv	ROGET	1.0
/c/en/fifty+vg:fifty+rg:fifty	/r/Synonym	/c/en/xxi+rg:xxi	ROGET	1.0
/c/en/fight_inflation	/r/HasPrerequisite	/c/en/decrease_deficit	CN	1.0
/c/en/fighters/n	mw:PartOfSpeech	mw:Noun	CN	1.0
/c/en/filament/n	/r/RelatedTo	at:object+/c/en/object+rg:object+vg:object	CN	1.0
/c/en/filamentous+rg:filamentous	/r/RelatedTo	/c/en/oomycete/n	CN	1.0
/c/en/filaria/n	/r/RelatedTo	/c/en/filarioidea	CN	1.0
/c/en/file+vg:file+at:file+rg:file	/r/RelatedTo	/c/en/mailfile/n	CN	1.0
/c/en/filling+rg:filling+vg:filling	vg:InImage	vg:I2377417	VG	1.0
/c/en/filter_banks/n	/r/FormOf	/c/en/filter_bank	CN	1.0
/c/en/finale+rg:finale	/r/Synonym	/c/en/peroration+rg:peroration	ROGET	1.0
/c/en/finality+rg:finality	/r/Synonym	at:resolution+/c/en/resolution+rg:resolution	ROGET	1.0
/c/en/financial_instrument	/r/RelatedTo	/c/en/encash/v	CN	1.0
/c/en/find_fault/v	mw:IsPOSFormOf	/c/en/find_fault	CN	1.0
/c/en/finger_fuck/v	/r/HasContext	vg:vulgar+/c/en/vulgar+rg:vulgar+at:vulgar	CN	1.0
/c/en/fingerprint/n	mw:OMWordnetOffset	wn:fingerprint.n.01+wd:Q3745713+wn:fingerprint.n.02+/c/en/fingerprint/n/wn/communication	CN	1.0
/c/en/fingers+vg:fingers+at:fingers	vg:InImage	vg:I2370560	VG	1.0
/c/en/finings/n	mw:PartOfSpeech	mw:Noun	CN	1.0
/c/en/fionacat	/r/HasA	/c/en/tail+vg:tail+fn:lu:cotheme:tail+rg:tail	CN	2.0
/c/en/fir_tree+vg:fir_tree	/r/IsA	/c/en/tree/n	CN	1.0
/c/en/firangi/n	/r/HasContext	/c/en/india+vg:india+rg:india	CN	1.0
